date,precip,t2m,rh2m,wind,rad,ps
2021-11-25,0.0,17.91,39.37,1.19,19.94,83.74
2021-11-26,0.0,17.13,65.14,3.06,18.62,83.67
2021-11-27,0.0,17.79,65.32,2.02,16.23,83.69
2021-11-28,0.0,18.05,57.87,1.82,18.61,83.76
2021-11-29,0.0,18.4,59.71,2.29,18.59,83.76
2021-11-30,0.02,17.29,62.19,2.12,16.07,83.74
2021-12-01,0.0,17.79,60.27,2.05,15.38,83.83
2021-12-02,0.0,17.37,50.29,2.92,18.5,83.81
2021-12-03,0.0,17.82,48.99,2.23,18.61,83.74
2021-12-04,0.0,18.2,44.85,1.85,18.77,83.71
2021-12-05,0.0,17.62,56.3,2.43,14.35,83.68
2021-12-06,0.0,18.59,59.27,1.5,17.55,83.76
2021-12-07,0.0,18.39,51.14,2.13,19.14,83.67
2021-12-08,0.0,18.39,42.29,2.24,19.3,83.72
2021-12-09,0.0,18.28,39.1,1.88,18.73,83.78
2021-12-10,0.0,17.17,38.78,2.86,19.12,83.7
2021-12-11,0.0,18.14,45.0,2.08,18.97,83.62
2021-12-12,0.0,17.05,55.25,2.4,18.3,83.77
2021-12-13,0.0,18.68,49.68,1.57,18.22,83.93
2021-12-14,0.0,17.91,51.01,2.11,18.41,83.92
2021-12-15,0.0,18.15,53.45,1.71,18.26,83.78
2021-12-16,0.0,19.04,43.14,1.6,18.43,83.61
2021-12-17,0.06,18.19,55.6,1.92,14.78,83.59
2021-12-18,0.05,18.23,62.1,1.96,12.98,83.64
2021-12-19,1.32,16.39,69.04,1.62,6.68,83.73
2021-12-20,0.02,16.88,61.35,1.99,15.19,83.69
2021-12-21,0.0,16.11,42.91,2.39,19.07,83.72
2021-12-22,0.0,16.65,28.22,1.75,19.29,83.74
2021-12-23,0.0,18.81,26.08,1.43,19.03,83.74
2021-12-24,0.0,18.86,31.67,1.57,18.91,83.67
2021-12-25,0.0,19.77,36.49,1.18,18.82,83.63
2021-12-26,0.0,18.82,37.78,1.91,18.89,83.62
2021-12-27,0.0,17.96,61.52,2.02,18.36,83.56
2021-12-28,0.0,17.38,68.6,2.43,18.1,83.45
2021-12-29,0.0,17.11,59.47,1.95,18.07,83.52
2021-12-30,0.0,17.18,50.72,2.04,19.0,83.53
2021-12-31,0.0,17.41,53.63,2.46,19.28,83.57
2022-01-01,0.0,17.05,56.25,2.3,19.12,83.62
2022-01-02,0.0,17.16,47.42,3.17,19.4,83.65
2022-01-03,0.0,17.02,48.44,2.35,18.26,83.88
2022-01-04,0.0,18.3,43.72,1.9,18.95,83.77
2022-01-05,0.0,18.74,45.87,2.14,19.0,83.48
2022-01-06,0.0,19.01,38.11,2.07,19.49,83.41
2022-01-07,0.0,18.32,42.2,2.2,19.3,83.57
2022-01-08,0.0,17.99,44.88,1.65,17.66,83.81
2022-01-09,0.0,18.3,34.99,1.91,19.08,83.95
2022-01-10,0.03,16.57,58.95,4.32,14.86,83.98
2022-01-11,0.0,14.93,57.58,4.27,17.55,84.01
2022-01-12,0.0,16.1,60.97,2.64,17.14,83.97
2022-01-13,0.0,17.54,53.16,2.92,18.63,83.84
2022-01-14,0.0,16.8,44.98,2.63,19.53,83.61
2022-01-15,0.0,18.23,54.2,1.68,19.5,83.54
2022-01-16,0.0,15.21,49.74,2.75,17.54,83.64
2022-01-17,0.07,17.59,48.82,1.55,18.74,83.64
2022-01-18,0.02,17.32,47.45,1.87,18.52,83.65
2022-01-19,0.0,17.01,36.65,1.64,16.67,83.67
2022-01-20,0.0,17.41,39.16,1.83,11.69,83.63
2022-01-21,0.0,16.03,50.83,2.63,10.15,83.6
2022-01-22,0.0,16.83,54.15,2.68,18.12,83.67
2022-01-23,0.0,16.7,50.79,2.68,17.59,83.64
2022-01-24,0.06,16.36,53.71,3.45,11.13,83.44
2022-01-25,0.05,16.84,62.44,2.44,18.39,83.45
2022-01-26,0.0,17.0,49.76,2.09,19.31,83.63
2022-01-27,0.01,18.36,45.43,2.19,18.95,83.7
2022-01-28,0.0,19.63,37.6,1.24,20.02,83.72
2022-01-29,0.0,17.14,50.61,3.25,20.52,83.77
2022-01-30,0.0,18.15,40.19,2.64,21.33,83.73
2022-01-31,0.0,17.21,38.3,3.86,21.65,83.56
2022-02-01,0.0,16.84,32.53,3.11,22.17,83.3
2022-02-02,0.0,17.45,40.21,2.81,22.08,83.25
2022-02-03,0.0,16.98,42.47,3.05,19.75,83.49
2022-02-04,0.0,18.03,42.11,2.4,19.05,83.75
2022-02-05,0.0,15.96,42.19,3.01,20.37,83.86
2022-02-06,0.0,18.07,45.29,2.7,21.4,83.69
2022-02-07,0.0,17.52,46.89,2.58,16.35,83.65
2022-02-08,0.0,15.39,51.72,3.06,22.4,83.64
2022-02-09,0.0,16.03,38.72,2.49,23.12,83.52
2022-02-10,0.0,15.59,40.09,2.73,23.39,83.4
2022-02-11,0.0,15.06,44.03,2.76,23.02,83.41
2022-02-12,0.01,15.68,38.0,1.65,20.19,83.65
2022-02-13,0.0,15.77,52.76,4.16,17.83,83.84
2022-02-14,0.76,17.56,45.14,2.43,18.18,83.83
2022-02-15,0.02,18.38,51.06,2.29,21.55,83.76
2022-02-16,0.0,18.92,45.18,2.59,23.27,83.73
2022-02-17,0.0,19.14,41.46,2.78,23.47,83.68
2022-02-18,0.0,19.81,33.72,2.24,23.57,83.64
2022-02-19,0.26,20.53,40.86,2.19,21.84,83.68
2022-02-20,0.07,20.72,43.78,1.82,22.27,83.76
2022-02-21,0.0,20.71,39.83,2.37,22.47,83.71
2022-02-22,0.0,20.29,39.85,2.31,24.3,83.71
2022-02-23,0.0,21.11,42.03,1.9,23.8,83.64
2022-02-24,0.14,21.28,35.08,1.99,23.41,83.58
2022-02-25,0.0,21.43,37.55,1.65,21.76,83.71
2022-02-26,0.0,22.02,31.59,1.49,20.5,83.8
2022-02-27,0.0,22.36,34.87,2.03,22.75,83.72
2022-02-28,0.0,21.26,40.53,2.1,24.38,83.72
2022-03-01,0.0,21.33,41.07,1.62,24.13,83.65
2022-03-02,0.0,21.24,32.61,1.88,25.02,83.68
2022-03-03,0.0,20.97,33.83,2.03,25.2,83.69
2022-03-04,0.0,20.81,30.85,1.88,24.62,83.68
2022-03-05,0.0,20.91,36.71,2.4,24.88,83.67
2022-03-06,0.0,20.38,32.12,2.47,25.91,83.7
2022-03-07,0.0,20.48,33.36,2.59,25.88,83.6
2022-03-08,0.0,20.04,37.75,3.35,26.2,83.41
2022-03-09,0.0,19.29,34.18,3.29,26.17,83.36
2022-03-10,0.0,18.49,32.45,3.54,26.28,83.45
2022-03-11,0.0,18.91,32.74,3.52,26.74,83.53
2022-03-12,0.0,19.64,32.8,2.88,26.57,83.58
2022-03-13,0.0,18.81,35.42,3.69,26.65,83.72
2022-03-14,0.0,20.75,35.59,2.36,26.56,83.76
2022-03-15,0.0,21.74,29.12,1.87,25.77,83.73
2022-03-16,0.0,21.63,34.66,3.01,25.03,83.63
2022-03-17,0.0,20.74,30.81,4.14,27.32,83.49
2022-03-18,0.0,20.48,18.59,2.25,27.51,83.53
2022-03-19,0.0,20.57,19.17,2.63,27.76,83.58
2022-03-20,0.0,20.9,27.82,3.28,27.54,83.67
2022-03-21,0.0,21.34,24.74,4.25,27.86,83.53
2022-03-22,0.0,20.4,19.16,4.03,28.1,83.38
2022-03-23,0.0,19.87,15.4,3.46,28.29,83.38
2022-03-24,0.0,19.13,17.44,2.27,28.41,83.51
2022-03-25,0.0,19.82,24.81,2.49,27.64,83.63
2022-03-26,0.0,21.05,23.32,1.6,27.35,83.56
2022-03-27,0.0,21.32,24.81,2.27,27.71,83.52
2022-03-28,0.0,21.61,32.3,2.41,27.73,83.64
2022-03-29,0.0,21.77,25.88,3.5,28.33,83.53
2022-03-30,0.0,21.31,17.18,3.67,28.21,83.3
2022-03-31,0.0,21.82,21.32,2.57,27.22,83.15
2022-04-01,0.0,21.87,23.19,3.05,28.5,83.37
2022-04-02,0.0,23.35,26.99,1.8,28.14,83.54
2022-04-03,0.0,23.21,27.73,2.3,27.95,83.4
2022-04-04,0.0,23.15,29.35,3.58,28.47,83.28
2022-04-05,0.0,22.35,27.63,2.81,28.57,83.31
2022-04-06,0.0,22.88,27.84,1.77,27.73,83.42
2022-04-07,0.0,23.29,29.2,2.59,27.03,83.45
2022-04-08,0.0,21.99,34.16,3.11,24.22,83.64
2022-04-09,0.0,23.25,39.92,2.73,23.68,83.63
2022-04-10,0.0,22.74,48.4,3.75,24.47,83.53
2022-04-11,0.0,23.09,42.48,2.79,24.57,83.49
2022-04-12,0.01,23.16,42.54,3.16,23.2,83.45
2022-04-13,0.01,23.71,32.49,2.39,26.85,83.37
2022-04-14,0.0,23.97,23.29,2.4,23.37,83.35
2022-04-15,0.0,24.35,23.67,2.7,27.33,83.46
2022-04-16,0.0,24.87,21.22,2.74,28.66,83.54
2022-04-17,0.0,25.72,20.28,2.91,26.29,83.44
2022-04-18,0.01,26.32,24.97,1.94,28.8,83.48
2022-04-19,0.0,25.8,36.89,3.18,28.02,83.57
2022-04-20,0.0,24.47,30.44,3.04,29.07,83.6
2022-04-21,0.0,24.25,26.59,2.34,29.34,83.63
2022-04-22,0.0,24.35,29.75,1.68,28.49,83.63
2022-04-23,0.0,23.92,30.22,2.92,29.39,83.4
2022-04-24,0.0,23.84,27.88,2.97,29.9,83.31
2022-04-25,0.0,24.06,27.98,2.21,29.8,83.35
2022-04-26,0.34,24.47,33.5,2.16,28.02,83.57
2022-04-27,1.28,23.65,43.23,3.47,26.36,83.64
2022-04-28,0.22,23.78,33.81,2.54,28.96,83.47
2022-04-29,0.0,23.38,23.79,2.97,30.63,83.35
2022-04-30,0.0,23.17,21.89,2.56,30.21,83.29
2022-05-01,0.0,23.27,23.02,3.25,30.27,83.44
2022-05-02,0.0,24.07,23.39,2.58,29.05,83.51
2022-05-03,0.0,23.85,22.07,2.15,21.29,83.52
2022-05-04,0.0,25.23,23.73,2.39,24.1,83.46
2022-05-05,0.0,25.69,30.83,1.92,26.85,83.49
2022-05-06,0.0,25.95,32.21,2.32,27.66,83.51
2022-05-07,0.0,25.84,32.88,2.99,29.2,83.48
2022-05-08,0.0,25.89,29.88,2.88,28.96,83.38
2022-05-09,0.0,26.16,30.27,2.54,27.9,83.42
2022-05-10,0.13,26.69,32.55,1.58,26.4,83.46
2022-05-11,1.33,26.35,37.39,3.37,26.08,83.59
2022-05-12,0.0,25.26,28.62,3.44,28.01,83.53
2022-05-13,0.0,25.63,44.11,2.36,27.4,83.45
2022-05-14,3.12,26.05,42.8,2.13,27.16,83.49
2022-05-15,1.47,25.52,43.94,1.72,26.41,83.54
2022-05-16,0.01,26.22,35.89,1.57,24.04,83.57
2022-05-17,1.07,25.19,37.06,2.36,25.4,83.73
2022-05-18,0.0,25.06,30.38,3.02,28.82,83.69
2022-05-19,0.05,25.63,20.29,2.82,29.58,83.45
2022-05-20,0.0,24.26,29.86,3.35,29.62,83.4
2022-05-21,0.0,25.14,29.73,2.54,29.39,83.54
2022-05-22,0.0,25.58,28.3,2.21,28.67,83.62
2022-05-23,0.0,25.43,29.59,2.59,27.99,83.48
2022-05-24,0.06,24.98,28.69,3.13,27.8,83.28
2022-05-25,0.01,24.92,27.92,1.98,29.71,83.35
2022-05-26,0.26,26.1,31.74,1.83,23.82,83.51
2022-05-27,0.46,26.2,36.83,3.39,27.18,83.55
2022-05-28,1.83,25.73,38.69,2.8,28.68,83.39
2022-05-29,5.58,24.78,51.33,2.22,23.77,83.25
2022-05-30,2.05,24.32,49.3,2.73,28.81,83.16
2022-05-31,1.08,25.33,43.1,1.8,26.55,83.18
2022-06-01,1.95,25.25,48.32,1.93,27.27,83.25
2022-06-02,1.57,25.56,48.87,2.19,26.69,83.25
2022-06-03,7.8,23.53,61.56,1.65,20.69,83.35
2022-06-04,5.8,22.74,65.33,1.61,21.28,83.39
2022-06-05,3.11,24.51,58.51,1.67,25.45,83.34
2022-06-06,4.66,24.85,56.27,1.84,25.02,83.37
2022-06-07,3.05,25.21,53.89,2.18,27.22,83.35
2022-06-08,3.86,24.43,58.91,2.04,25.38,83.31
2022-06-09,11.86,22.66,68.92,1.59,18.65,83.45
2022-06-10,3.73,21.96,67.74,1.73,21.89,83.54
2022-06-11,1.25,24.24,58.93,1.75,24.95,83.47
2022-06-12,6.67,22.33,68.89,2.1,19.11,83.48
2022-06-13,11.84,21.59,67.88,1.71,27.32,83.53
2022-06-14,5.89,22.03,64.25,2.12,23.3,83.41
2022-06-15,8.71,21.69,67.11,2.96,16.82,83.33
2022-06-16,6.05,21.04,69.25,4.22,17.84,83.47
2022-06-17,4.17,20.76,69.5,3.2,21.67,83.61
2022-06-18,0.91,21.96,61.99,2.55,24.6,83.53
2022-06-19,2.29,22.98,61.12,2.05,23.06,83.51
2022-06-20,2.87,23.71,54.56,2.51,22.17,83.51
2022-06-21,0.21,24.18,51.24,3.97,23.47,83.57
2022-06-22,0.78,23.07,58.02,4.69,17.6,83.5
2022-06-23,1.55,20.96,62.88,4.77,17.76,83.53
2022-06-24,1.13,19.78,71.56,2.92,14.63,83.6
2022-06-25,1.84,20.74,64.67,1.52,14.64,83.67
2022-06-26,2.21,20.4,69.94,2.08,13.09,83.81
2022-06-27,4.52,23.12,59.29,2.76,24.3,83.75
2022-06-28,6.43,21.74,70.59,2.92,19.24,83.81
2022-06-29,10.04,20.44,76.13,1.5,12.69,83.9
2022-06-30,7.57,21.12,71.88,1.85,21.67,83.81
2022-07-01,0.56,22.7,64.09,1.73,22.58,83.67
2022-07-02,4.62,21.64,69.37,1.13,20.35,83.6
2022-07-03,10.24,22.43,67.05,1.91,23.36,83.62
2022-07-04,3.43,23.29,66.38,1.62,23.43,83.64
2022-07-05,24.17,20.3,82.24,2.1,16.18,83.68
2022-07-06,4.07,21.29,71.51,1.42,23.21,83.62
2022-07-07,2.72,22.7,66.19,1.6,22.59,83.6
2022-07-08,8.55,21.97,72.72,1.79,18.0,83.78
2022-07-09,8.53,22.65,71.14,2.01,25.56,83.85
2022-07-10,1.53,22.33,70.09,1.99,25.95,83.79
2022-07-11,3.15,22.65,68.79,1.48,26.43,83.65
2022-07-12,7.01,21.98,74.13,1.63,25.7,83.58
2022-07-13,13.07,22.14,75.59,1.44,22.87,83.62
2022-07-14,15.83,21.59,77.36,1.3,26.06,83.65
2022-07-15,13.56,21.07,76.05,1.88,21.14,83.69
2022-07-16,19.08,19.36,84.83,1.54,16.06,83.64
2022-07-17,17.38,19.96,81.38,1.48,17.53,83.65
2022-07-18,2.83,20.04,77.23,1.26,16.69,83.81
2022-07-19,0.88,21.26,71.12,1.68,24.45,83.82
2022-07-20,3.94,21.46,73.31,1.74,24.86,83.75
2022-07-21,2.13,23.84,63.67,1.26,27.83,83.53
2022-07-22,4.21,21.65,77.88,1.39,17.74,83.66
2022-07-23,3.73,20.28,81.22,1.52,25.84,83.69
2022-07-24,2.31,20.97,75.93,1.57,24.22,83.68
2022-07-25,2.86,20.76,76.5,1.3,20.04,83.66
2022-07-26,7.27,20.53,77.2,1.32,21.48,83.7
2022-07-27,17.82,19.57,82.78,1.48,20.43,83.71
2022-07-28,10.49,19.07,84.17,1.71,20.11,83.65
2022-07-29,22.72,19.27,83.9,1.62,19.4,83.68
2022-07-30,14.69,19.9,80.27,1.17,20.9,83.78
2022-07-31,5.9,20.47,74.26,1.89,21.68,83.83
2022-08-01,7.98,20.39,75.65,2.06,19.33,83.79
2022-08-02,7.57,20.51,76.79,1.3,20.13,83.77
2022-08-03,2.88,20.79,74.84,1.22,15.29,83.67
2022-08-04,2.48,21.05,76.57,1.74,23.13,83.63
2022-08-05,3.79,20.87,77.47,1.74,21.47,83.56
2022-08-06,2.98,20.36,79.84,1.85,20.74,83.62
2022-08-07,6.53,20.62,77.62,1.39,21.25,83.7
2022-08-08,8.09,20.99,73.45,2.0,22.65,83.66
2022-08-09,3.16,20.51,75.2,1.71,19.21,83.69
2022-08-10,8.2,19.29,84.84,1.9,18.51,83.82
2022-08-11,2.21,20.29,76.04,2.27,21.66,83.79
2022-08-12,0.43,21.05,77.43,1.77,21.46,83.72
2022-08-13,1.94,20.09,85.18,1.65,19.46,83.71
2022-08-14,12.29,19.59,86.51,1.85,19.18,83.63
2022-08-15,8.85,19.58,86.65,1.61,15.9,83.51
2022-08-16,13.19,19.23,84.16,1.73,16.44,83.53
2022-08-17,4.35,20.39,79.84,1.19,16.8,83.65
2022-08-18,11.48,20.57,79.74,1.18,19.89,83.63
2022-08-19,4.32,20.29,80.61,1.85,22.16,83.53
2022-08-20,4.98,20.24,77.6,1.68,19.94,83.76
2022-08-21,7.38,21.02,74.87,1.15,20.96,83.8
2022-08-22,7.4,20.95,80.48,1.39,21.71,83.59
2022-08-23,4.7,21.1,78.12,1.55,20.72,83.44
2022-08-24,8.2,20.96,77.92,1.5,20.91,83.52
2022-08-25,1.55,22.17,72.55,1.48,22.16,83.63
2022-08-26,2.83,21.46,74.55,1.83,21.95,83.64
2022-08-27,6.23,20.37,77.58,1.62,21.07,83.56
2022-08-28,2.45,21.02,79.69,1.47,19.21,83.42
2022-08-29,13.93,19.92,85.91,1.87,19.78,83.44
2022-08-30,9.65,20.48,80.99,2.17,18.9,83.57
2022-08-31,7.72,19.63,84.33,2.09,18.55,83.6
2022-09-01,9.43,20.68,78.55,1.58,23.16,83.52
2022-09-02,1.25,21.81,76.76,1.97,22.97,83.46
2022-09-03,0.22,21.16,75.74,3.39,20.9,83.45
2022-09-04,2.73,20.7,77.25,3.78,21.49,83.35
2022-09-05,5.58,19.24,87.54,3.29,12.31,83.44
2022-09-06,1.14,19.02,79.49,3.03,16.35,83.75
2022-09-07,0.63,20.43,75.04,1.78,21.98,83.8
2022-09-08,5.22,20.18,82.56,2.27,20.38,83.47
2022-09-09,2.21,21.06,79.65,1.25,18.63,83.26
2022-09-10,4.25,20.62,83.29,1.73,18.48,83.46
2022-09-11,0.26,21.63,72.56,2.0,20.74,83.71
2022-09-12,0.41,19.89,72.14,2.28,19.54,83.65
2022-09-13,3.28,19.85,73.7,1.67,18.78,83.46
2022-09-14,0.59,20.14,73.53,2.06,22.62,83.43
2022-09-15,1.26,20.7,73.31,2.36,22.75,83.49
2022-09-16,4.3,20.0,78.97,2.67,18.19,83.49
2022-09-17,3.22,19.74,81.71,3.04,16.37,83.42
2022-09-18,3.88,19.76,86.64,3.42,14.08,83.39
2022-09-19,7.39,19.26,86.89,1.86,14.14,83.44
2022-09-20,4.37,19.14,83.36,2.24,17.26,83.52
2022-09-21,0.14,19.57,78.6,2.6,20.43,83.5
2022-09-22,0.01,19.47,69.57,2.75,23.86,83.54
2022-09-23,0.09,20.02,72.19,2.62,22.09,83.61
2022-09-24,0.15,19.72,69.51,2.09,23.14,83.67
2022-09-25,0.14,21.83,67.46,1.57,22.85,83.48
2022-09-26,0.16,21.28,66.47,2.9,21.08,83.44
2022-09-27,0.01,19.72,67.45,4.0,16.67,83.6
2022-09-28,0.09,19.6,62.9,4.08,21.23,83.77
2022-09-29,0.75,19.15,60.02,3.46,23.37,83.76
2022-09-30,0.12,18.72,55.24,2.19,24.52,83.51
2022-10-01,0.43,18.5,66.69,2.02,20.62,83.44
2022-10-02,2.94,18.07,79.81,2.66,12.9,83.61
2022-10-03,1.93,18.49,78.65,2.01,12.32,83.71
2022-10-04,0.36,18.11,81.29,1.85,19.48,83.67
2022-10-05,9.89,18.82,82.36,1.39,16.6,83.67
2022-10-06,1.46,18.66,76.69,1.35,19.17,83.74
2022-10-07,14.82,18.11,79.95,2.37,15.92,83.83
2022-10-08,0.27,18.29,72.1,3.39,20.67,83.84
2022-10-09,0.03,18.37,71.28,3.45,22.34,83.79
2022-10-10,0.0,19.1,66.41,3.08,23.27,83.66
2022-10-11,0.0,19.18,68.36,2.54,23.57,83.66
2022-10-12,0.0,20.21,62.04,1.96,19.81,83.64
2022-10-13,0.0,21.38,57.23,1.43,22.85,83.54
2022-10-14,0.0,21.35,69.2,1.61,21.3,83.53
2022-10-15,0.0,21.46,69.07,1.42,19.73,83.58
2022-10-16,0.01,20.99,66.4,1.41,19.71,83.56
2022-10-17,6.91,20.47,77.39,1.41,15.36,83.5
2022-10-18,7.21,19.9,77.1,1.53,14.32,83.55
2022-10-19,0.19,19.09,66.56,3.69,15.89,83.74
2022-10-20,0.0,19.0,59.07,2.39,19.35,83.68
2022-10-21,0.0,19.69,67.49,2.26,15.89,83.59
2022-10-22,0.8,19.78,74.79,2.56,13.06,83.58
2022-10-23,0.34,18.87,82.47,2.64,12.65,83.58
2022-10-24,0.15,20.37,72.33,2.11,20.87,83.64
2022-10-25,0.01,20.19,64.8,1.87,21.53,83.64
2022-10-26,0.0,21.18,59.78,1.75,21.58,83.56
2022-10-27,0.0,20.36,61.74,2.16,21.54,83.57
2022-10-28,0.0,20.83,56.73,1.95,22.27,83.65
2022-10-29,0.0,19.72,58.17,2.48,22.01,83.71
2022-10-30,0.0,19.62,61.54,2.31,21.67,83.57
2022-10-31,0.0,19.03,61.4,2.35,21.98,83.44
2022-11-01,0.0,19.23,51.83,1.73,21.94,83.65
2022-11-02,0.03,20.01,59.0,2.16,20.68,83.85
2022-11-03,0.0,20.36,55.35,2.01,20.52,83.77
2022-11-04,0.0,19.79,53.48,2.39,21.17,83.64
2022-11-05,0.0,19.43,49.49,1.97,21.93,83.47
2022-11-06,0.0,19.87,46.03,1.91,21.47,83.49
2022-11-07,0.0,20.76,46.33,1.78,20.64,83.66
2022-11-08,0.0,19.59,57.58,2.65,20.46,83.79
2022-11-09,0.0,18.78,53.93,2.36,20.32,83.76
2022-11-10,0.0,19.23,53.96,2.18,20.6,83.5
2022-11-11,0.0,18.72,54.44,2.15,21.27,83.45
2022-11-12,0.0,19.42,52.36,1.63,20.68,83.56
2022-11-13,0.01,19.1,61.73,2.72,20.0,83.65
2022-11-14,0.0,18.58,62.14,2.48,17.57,83.65
2022-11-15,0.0,18.85,58.52,2.33,20.4,83.73
2022-11-16,0.0,19.43,54.43,2.2,20.0,83.83
2022-11-17,0.0,19.59,55.49,1.91,18.76,83.76
2022-11-18,0.0,19.1,56.5,1.91,18.69,83.63
2022-11-19,0.86,19.25,63.57,1.35,12.0,83.63
2022-11-20,0.42,18.57,71.19,1.95,10.98,83.71
2022-11-21,1.62,17.73,71.74,2.11,9.01,83.75
2022-11-22,0.02,18.71,66.21,2.01,15.34,83.73
2022-11-23,0.0,19.35,63.38,1.8,15.98,83.61
2022-11-24,0.0,19.3,60.96,2.16,18.63,83.52
2022-11-25,0.0,18.95,61.2,2.1,18.71,83.51
2022-11-26,0.0,19.61,56.35,1.83,18.27,83.61
2022-11-27,0.05,19.34,54.18,1.81,18.75,83.66
2022-11-28,0.02,18.98,55.14,1.94,18.97,83.54
2022-11-29,0.05,19.45,55.04,1.58,18.46,83.49
2022-11-30,0.62,20.25,50.95,2.2,17.89,83.54
2022-12-01,0.22,20.36,61.61,2.94,17.22,83.73
2022-12-02,0.0,19.69,60.05,1.96,18.21,83.8
2022-12-03,0.03,19.38,56.54,3.54,18.25,83.9
2022-12-04,0.19,18.41,58.81,3.58,18.33,83.88
2022-12-05,0.0,18.55,56.37,1.86,18.42,83.61
2022-12-06,0.0,19.62,51.82,1.48,18.31,83.64
2022-12-07,0.0,20.14,54.74,1.58,17.93,83.84
2022-12-08,0.0,18.45,48.63,2.35,18.28,83.79
2022-12-09,0.0,17.79,48.43,1.84,17.62,83.67
2022-12-10,0.19,18.27,52.3,1.8,17.24,83.67
2022-12-11,0.0,18.63,50.12,1.79,17.43,83.65
2022-12-12,0.0,17.84,46.01,2.2,18.41,83.55
2022-12-13,0.0,16.71,49.0,2.56,18.65,83.45
2022-12-14,0.0,15.82,52.85,2.45,19.06,83.41
2022-12-15,0.0,16.27,52.66,2.22,19.38,83.43
2022-12-16,0.0,17.02,49.6,2.11,19.14,83.44
2022-12-17,0.0,17.41,43.88,1.59,14.59,83.46
2022-12-18,0.0,15.72,57.76,2.57,15.07,83.58
2022-12-19,0.0,17.45,43.14,1.78,18.76,83.75
2022-12-20,0.0,17.56,38.52,2.12,18.56,83.77
2022-12-21,0.0,16.1,59.75,2.59,15.33,83.71
2022-12-22,0.0,17.79,45.56,1.84,18.49,83.66
2022-12-23,0.0,17.07,42.69,1.73,16.07,83.76
2022-12-24,0.0,17.36,53.27,2.43,14.84,83.72
2022-12-25,0.51,16.68,54.21,2.42,16.02,83.69
2022-12-26,0.05,16.39,50.5,1.33,17.26,83.76
2022-12-27,0.0,15.56,46.57,2.49,17.81,83.82
2022-12-28,0.0,16.28,48.44,2.72,15.83,83.74
2022-12-29,0.0,14.79,49.16,2.79,17.64,83.76
2022-12-30,0.12,15.5,57.37,2.62,15.21,83.7
2022-12-31,0.9,16.31,65.0,2.52,15.82,83.73
2023-01-01,0.56,16.29,66.46,2.38,17.31,83.77
2023-01-02,0.03,15.79,68.25,3.1,13.88,83.74
2023-01-03,0.04,16.07,60.64,2.62,19.26,83.74
2023-01-04,0.0,18.24,42.28,1.22,19.57,83.81
2023-01-05,0.0,17.49,39.78,2.7,19.09,83.9
2023-01-06,0.0,17.03,40.86,2.36,17.95,83.93
2023-01-07,0.0,18.08,38.79,1.45,18.85,83.9
2023-01-08,0.0,17.39,37.11,2.03,19.04,83.87
2023-01-09,0.0,16.89,46.32,2.07,18.93,83.92
2023-01-10,0.0,17.58,39.77,1.36,18.1,83.83
2023-01-11,0.07,17.32,43.12,1.85,17.0,83.8
2023-01-12,0.0,17.85,43.53,2.0,18.38,83.89
2023-01-13,0.0,15.51,36.83,3.61,18.98,83.96
2023-01-14,0.0,15.33,33.25,2.37,19.3,83.87
2023-01-15,0.0,16.28,39.93,2.72,19.73,83.73
2023-01-16,0.05,16.26,33.95,2.07,16.19,83.59
2023-01-17,0.0,16.54,27.65,2.57,17.87,83.4
2023-01-18,0.0,16.73,28.53,2.08,18.19,83.43
2023-01-19,0.12,17.39,33.1,2.3,17.6,83.55
2023-01-20,0.0,17.63,45.31,2.25,16.67,83.67
2023-01-21,0.0,17.43,54.62,2.61,20.42,83.57
2023-01-22,0.0,16.6,56.52,2.53,20.57,83.43
2023-01-23,0.0,16.55,63.36,3.28,20.33,83.5
2023-01-24,0.0,16.01,55.37,3.16,20.96,83.58
2023-01-25,0.0,16.9,40.44,1.65,21.31,83.53
2023-01-26,0.0,16.72,41.85,2.48,20.84,83.61
2023-01-27,0.0,16.05,48.96,2.72,20.02,83.65
2023-01-28,0.0,17.03,44.15,2.34,16.67,83.69
2023-01-29,0.0,18.21,47.88,2.37,20.76,83.67
2023-01-30,0.0,18.98,39.85,1.88,21.11,83.63
2023-01-31,0.0,19.05,47.16,2.32,20.41,83.56
2023-02-01,0.0,18.4,50.43,2.35,20.44,83.66
2023-02-02,0.0,18.08,48.4,2.19,21.81,83.8
2023-02-03,0.0,16.47,44.91,4.74,21.24,83.92
2023-02-04,0.0,17.21,39.02,2.44,21.29,83.94
2023-02-05,0.0,19.89,36.22,2.06,21.35,83.82
2023-02-06,0.0,18.3,35.92,2.22,21.66,83.64
2023-02-07,0.0,18.72,41.24,2.3,21.71,83.55
2023-02-08,0.0,18.56,42.42,1.97,21.24,83.59
2023-02-09,0.0,18.34,37.6,2.27,21.16,83.63
2023-02-10,0.0,19.46,33.48,1.96,22.18,83.62
2023-02-11,0.0,17.98,43.49,2.99,21.01,83.68
2023-02-12,0.0,18.01,42.7,3.09,20.0,83.62
2023-02-13,0.0,18.45,49.11,3.37,22.17,83.57
2023-02-14,0.0,17.81,45.96,3.2,22.18,83.47
2023-02-15,0.0,17.96,37.64,3.09,23.65,83.49
2023-02-16,0.0,19.13,33.65,2.44,21.87,83.49
2023-02-17,0.0,19.67,34.22,2.95,22.99,83.55
