date,precip,t2m,rh2m,wind,rad,ps
1988-07-17,6.69,19.49,79.23,1.89,17.55,83.81
1988-07-18,18.94,19.82,79.97,2.02,20.01,83.67
1988-07-19,9.18,19.73,83.05,1.73,16.59,83.62
1988-07-20,7.15,19.34,86.36,2.14,14.3,83.73
1988-07-21,11.66,19.28,80.92,2.23,17.57,83.87
1988-07-22,3.07,20.14,75.05,1.97,19.75,83.79
1988-07-23,4.46,18.76,82.14,1.57,14.36,83.8
1988-07-24,13.79,20.15,76.04,1.68,23.59,83.87
1988-07-25,6.11,18.91,84.1,2.01,20.0,83.9
1988-07-26,0.98,18.82,84.96,2.02,22.58,83.89
1988-07-27,3.39,18.33,87.84,1.78,16.12,83.94
1988-07-28,3.66,19.97,77.08,1.55,22.02,83.86
1988-07-29,5.86,19.91,78.0,1.63,19.0,83.82
1988-07-30,4.4,19.1,81.71,1.79,22.92,83.89
1988-07-31,4.43,19.41,80.4,1.81,19.0,83.75
1988-08-01,9.43,19.27,83.46,2.34,23.5,83.65
1988-08-02,2.52,20.05,81.38,2.01,19.0,83.68
1988-08-03,2.75,21.13,74.51,1.62,11.19,83.71
1988-08-04,10.29,20.57,79.95,1.56,21.26,83.62
1988-08-05,7.94,19.37,84.89,3.03,17.23,83.54
1988-08-06,2.56,19.29,84.3,2.03,19.14,83.65
1988-08-07,7.73,20.31,76.86,1.47,22.43,83.69
1988-08-08,8.67,21.64,72.55,1.57,22.93,83.58
1988-08-09,4.98,20.73,77.96,2.53,17.62,83.44
1988-08-10,12.79,19.85,81.28,2.11,15.73,83.41
1988-08-11,16.26,19.61,82.53,2.19,16.08,83.52
1988-08-12,5.94,19.81,78.28,2.91,25.85,83.48
1988-08-13,6.53,19.34,81.87,3.03,17.7,83.43
1988-08-14,13.79,19.53,79.18,3.33,19.0,83.49
1988-08-15,9.69,19.25,84.02,2.48,16.46,83.41
1988-08-16,16.46,20.14,84.44,2.24,17.4,83.27
1988-08-17,21.87,18.85,91.24,4.39,14.7,83.34
1988-08-18,20.67,18.66,87.55,2.46,16.15,83.5
1988-08-19,25.64,19.29,83.87,2.31,12.45,83.43
1988-08-20,15.23,18.99,85.47,2.57,13.29,83.42
1988-08-21,11.53,19.41,84.54,1.54,15.9,83.44
1988-08-22,7.49,19.1,86.35,1.88,17.33,83.49
1988-08-23,3.13,19.93,81.03,1.21,19.15,83.62
1988-08-24,0.32,19.26,78.8,2.67,21.31,83.68
1988-08-25,2.43,19.88,76.87,2.87,26.59,83.56
1988-08-26,2.12,19.55,76.05,2.03,24.43,83.46
1988-08-27,1.05,20.54,76.08,1.51,25.51,83.39
1988-08-28,2.73,20.8,77.61,2.57,25.02,83.33
1988-08-29,1.26,19.2,80.68,4.45,23.09,83.33
1988-08-30,3.59,18.61,82.28,3.17,13.94,83.24
1988-08-31,15.23,18.65,87.46,2.71,13.92,83.21
1988-09-01,4.39,19.66,85.15,1.69,14.27,83.3
1988-09-02,16.99,20.37,82.23,2.04,20.12,83.35
1988-09-03,35.22,20.2,81.75,2.0,19.41,83.28
1988-09-04,13.56,19.35,85.04,2.92,12.07,83.23
1988-09-05,11.82,18.18,87.51,3.22,8.36,83.3
1988-09-06,7.04,18.85,83.34,2.05,17.81,83.41
1988-09-07,4.96,19.95,77.71,1.7,17.56,83.43
1988-09-08,0.34,20.84,75.72,1.58,19.48,83.35
1988-09-09,0.0,18.98,70.74,3.32,25.32,83.33
1988-09-10,0.14,15.88,68.43,3.1,25.87,83.44
1988-09-11,1.78,17.73,69.7,2.16,26.27,83.51
1988-09-12,7.51,19.36,73.45,2.02,20.53,83.54
1988-09-13,0.51,18.51,78.84,3.5,22.82,83.55
1988-09-14,0.42,18.07,76.77,3.66,23.99,83.48
1988-09-15,2.8,19.06,77.53,2.32,25.39,83.35
1988-09-16,8.86,20.31,76.34,2.2,23.9,83.26
1988-09-17,6.82,20.14,79.87,1.75,17.81,83.32
1988-09-18,3.08,20.76,78.98,1.44,19.51,83.37
1988-09-19,4.57,20.12,76.54,2.15,20.26,83.45
1988-09-20,9.16,19.8,78.49,1.84,20.01,83.6
1988-09-21,5.96,18.8,86.15,2.1,21.42,83.77
1988-09-22,8.32,19.32,85.63,1.74,16.72,83.74
1988-09-23,3.62,18.07,86.11,1.99,18.15,83.67
1988-09-24,5.86,20.02,79.47,1.74,19.37,83.61
1988-09-25,5.12,18.94,78.28,2.32,21.82,83.78
1988-09-26,2.42,18.96,70.46,2.27,23.63,83.84
1988-09-27,4.34,17.88,71.76,2.32,22.3,83.73
1988-09-28,12.83,18.22,74.93,1.82,18.3,83.65
1988-09-29,3.63,19.2,74.51,1.41,17.92,83.64
1988-09-30,0.74,18.61,80.7,1.7,20.12,83.64
1988-10-01,1.07,19.62,73.58,1.45,20.57,83.59
1988-10-02,2.04,18.22,78.47,3.37,18.4,83.56
1988-10-03,0.96,16.72,81.07,3.48,18.98,83.67
1988-10-04,1.22,15.81,76.05,3.86,21.83,83.75
1988-10-05,1.43,15.54,76.38,4.24,20.63,83.82
1988-10-06,0.0,15.46,73.35,4.01,22.36,83.84
1988-10-07,0.0,15.46,72.6,4.11,22.4,83.93
1988-10-08,0.0,15.71,74.91,3.83,22.46,83.85
1988-10-09,2.1,16.79,77.68,1.93,22.22,83.66
1988-10-10,2.31,17.96,78.13,1.45,16.49,83.78
1988-10-11,0.55,17.75,79.29,1.74,15.66,83.78
1988-10-12,0.38,18.33,77.24,2.19,21.73,83.87
1988-10-13,0.1,16.94,75.99,3.98,20.27,84.01
1988-10-14,0.0,15.94,68.59,2.77,21.61,83.9
1988-10-15,0.0,16.54,75.17,1.93,19.69,83.73
1988-10-16,0.0,17.66,77.62,1.4,20.29,83.66
1988-10-17,0.0,16.98,69.04,2.04,22.72,83.73
1988-10-18,0.0,17.81,66.99,1.75,20.5,83.77
1988-10-19,0.0,18.44,64.23,1.42,20.04,83.63
1988-10-20,0.0,18.96,71.45,1.4,18.79,83.45
1988-10-21,0.0,19.5,70.76,1.25,20.85,83.53
1988-10-22,0.0,18.33,76.2,2.35,20.47,83.51
1988-10-23,0.0,18.45,72.49,1.87,21.93,83.55
1988-10-24,0.0,19.2,67.55,1.57,21.7,83.53
1988-10-25,0.49,19.36,70.91,1.51,20.39,83.57
1988-10-26,0.0,19.85,70.19,1.4,20.04,83.47
1988-10-27,0.11,20.0,65.94,1.18,15.87,83.47
1988-10-28,0.07,19.68,66.43,1.22,20.19,83.6
1988-10-29,0.0,18.66,69.26,2.5,20.37,83.71
1988-10-30,0.0,18.77,71.36,2.2,19.98,83.65
1988-10-31,0.0,19.39,66.68,1.23,19.12,83.64
1988-11-01,0.0,17.48,69.99,4.1,19.8,83.73
1988-11-02,0.0,15.34,56.75,2.51,21.12,83.72
1988-11-03,0.0,16.42,67.29,1.87,20.87,83.59
1988-11-04,0.0,17.42,61.84,1.32,21.25,83.53
1988-11-05,0.0,18.6,52.23,1.88,20.57,83.56
1988-11-06,0.0,17.67,61.33,2.19,19.01,83.69
1988-11-07,0.0,18.9,62.39,1.2,19.17,83.76
1988-11-08,0.0,18.98,53.01,1.68,19.4,83.8
1988-11-09,0.0,18.59,54.74,1.33,19.67,83.76
1988-11-10,0.0,18.86,59.58,1.91,19.33,83.66
1988-11-11,0.0,17.12,67.29,2.08,17.52,83.66
1988-11-12,0.0,18.81,63.89,1.23,19.45,83.68
1988-11-13,0.0,18.86,59.72,1.66,16.33,83.76
1988-11-14,0.0,18.33,55.28,1.83,19.34,83.75
1988-11-15,0.0,18.02,55.05,2.04,17.9,83.65
1988-11-16,0.0,18.66,52.23,1.37,19.65,83.56
1988-11-17,0.0,17.02,73.1,2.76,17.47,83.63
1988-11-18,0.0,17.22,71.12,2.01,17.57,83.63
1988-11-19,0.0,17.39,58.25,1.24,18.75,83.52
1988-11-20,0.0,16.22,64.29,3.18,19.26,83.53
1988-11-21,0.0,16.45,71.03,2.46,18.13,83.63
1988-11-22,0.02,17.61,68.66,1.67,18.72,83.63
1988-11-23,0.01,17.62,68.58,1.78,16.71,83.7
1988-11-24,0.0,17.16,69.83,1.99,16.76,83.64
1988-11-25,0.0,16.75,71.54,2.42,12.59,83.56
1988-11-26,0.0,15.97,67.05,2.98,13.23,83.55
1988-11-27,0.0,17.48,53.84,1.42,18.79,83.57
1988-11-28,0.0,15.49,64.07,3.71,17.99,83.75
1988-11-29,0.0,16.97,66.3,2.19,17.07,83.84
1988-11-30,0.0,16.86,61.4,2.75,17.15,83.79
1988-12-01,0.0,15.3,69.92,4.6,16.89,83.95
1988-12-02,0.0,13.86,65.73,4.54,18.4,84.03
1988-12-03,0.0,14.22,62.5,3.03,18.85,83.99
1988-12-04,0.0,13.3,64.99,4.34,19.07,84.02
1988-12-05,0.0,13.14,69.59,2.96,17.64,84.01
1988-12-06,0.0,13.92,70.2,2.32,15.28,83.81
1988-12-07,0.15,13.92,70.13,2.46,14.14,83.58
1988-12-08,0.0,12.76,76.37,2.02,12.39,83.58
1988-12-09,0.0,14.88,72.73,2.99,10.19,83.67
1988-12-10,0.0,15.82,68.5,1.65,14.4,83.64
1988-12-11,0.0,15.79,66.4,1.89,14.94,83.68
1988-12-12,0.0,16.88,58.8,1.93,15.69,83.72
1988-12-13,0.0,15.13,67.96,2.81,17.34,83.79
1988-12-14,0.0,16.72,60.38,1.85,17.96,83.76
1988-12-15,0.0,17.12,52.42,1.6,17.25,83.81
1988-12-16,0.0,16.76,63.94,2.65,17.89,83.97
1988-12-17,0.0,15.59,65.26,3.39,17.91,83.97
1988-12-18,0.0,14.16,64.06,2.97,17.25,83.93
1988-12-19,0.0,14.26,64.96,2.16,16.33,83.71
1988-12-20,0.0,16.49,56.46,1.44,15.99,83.77
1988-12-21,0.0,17.07,50.52,2.14,17.84,83.72
1988-12-22,0.0,16.8,53.03,2.09,17.47,83.8
1988-12-23,0.0,17.76,40.1,1.55,17.92,83.64
1988-12-24,0.0,17.4,36.9,1.5,18.19,83.56
1988-12-25,0.0,15.7,63.78,2.67,17.14,83.65
1988-12-26,0.0,16.1,68.02,2.1,16.17,83.69
1988-12-27,0.0,15.88,61.22,2.28,16.85,83.67
1988-12-28,0.0,15.78,53.7,2.15,16.45,83.66
1988-12-29,0.0,14.56,61.73,2.83,11.19,83.76
1988-12-30,0.0,14.36,67.99,2.18,14.37,83.73
1988-12-31,0.0,16.33,55.17,2.03,16.1,83.68
1989-01-01,0.0,16.52,47.41,1.89,14.37,83.62
1989-01-02,0.0,17.11,49.51,2.09,17.67,83.65
1989-01-03,0.0,17.28,54.57,2.63,17.66,83.81
1989-01-04,0.0,17.45,58.92,2.08,17.15,83.89
1989-01-05,0.0,17.39,50.13,1.83,17.65,83.82
1989-01-06,0.0,17.18,54.02,2.19,16.76,83.68
1989-01-07,0.0,17.12,50.76,1.88,17.08,83.63
1989-01-08,0.0,17.62,51.12,2.06,17.08,83.61
1989-01-09,0.0,17.11,55.93,2.49,18.02,83.64
1989-01-10,0.0,16.71,57.99,1.82,17.7,83.75
1989-01-11,0.0,16.89,55.86,1.49,17.47,83.8
1989-01-12,0.0,16.38,54.66,2.08,19.71,83.72
1989-01-13,0.0,16.14,44.25,2.37,19.73,83.72
1989-01-14,0.0,16.67,49.25,2.22,18.1,83.77
1989-01-15,0.0,17.82,41.74,1.71,17.7,83.79
1989-01-16,0.0,16.74,60.25,3.23,18.94,83.81
1989-01-17,0.0,17.26,58.97,1.86,17.9,83.79
1989-01-18,0.0,17.42,54.9,1.69,17.38,83.64
1989-01-19,0.0,17.21,55.47,2.54,17.92,83.52
1989-01-20,0.0,16.99,44.61,1.29,18.77,83.52
1989-01-21,0.0,15.04,55.15,3.46,20.07,83.56
1989-01-22,0.0,14.82,58.51,3.05,18.05,83.56
1989-01-23,0.0,15.65,43.41,2.29,19.46,83.62
1989-01-24,0.0,16.76,37.81,2.41,17.25,83.58
1989-01-25,0.0,17.43,35.35,2.1,17.22,83.59
1989-01-26,0.0,16.97,36.24,1.57,11.55,83.77
1989-01-27,0.01,16.82,50.64,2.17,9.68,83.74
1989-01-28,0.0,17.59,51.35,2.31,17.15,83.52
1989-01-29,0.0,17.32,58.42,2.37,16.55,83.52
1989-01-30,0.0,17.59,52.32,3.0,20.7,83.65
1989-01-31,0.0,17.8,63.33,2.59,18.34,83.64
1989-02-01,0.0,17.78,58.85,2.34,14.48,83.72
1989-02-02,0.0,17.41,53.05,2.49,18.7,83.8
1989-02-03,0.03,19.13,49.78,1.76,20.5,83.77
1989-02-04,0.05,17.77,59.35,3.03,19.7,83.78
1989-02-05,0.0,17.54,47.6,2.5,19.25,83.68
1989-02-06,0.05,17.31,51.03,2.07,19.47,83.67
1989-02-07,0.58,17.27,56.05,2.02,11.54,83.75
1989-02-08,0.0,17.65,57.15,2.66,19.31,83.91
1989-02-09,0.0,15.76,54.55,5.67,19.1,84.15
1989-02-10,0.0,15.22,53.47,4.18,19.85,84.09
1989-02-11,0.0,16.73,54.59,2.24,19.65,83.86
1989-02-12,0.0,18.52,52.52,1.96,18.15,83.68
1989-02-13,0.0,17.54,58.95,2.55,15.25,83.58
1989-02-14,0.0,18.09,49.42,2.66,16.01,83.67
1989-02-15,0.0,19.12,45.16,1.48,21.48,83.79
1989-02-16,0.0,19.38,49.32,3.19,22.05,83.81
1989-02-17,0.0,18.16,52.0,3.45,21.74,83.78
1989-02-18,0.0,17.63,56.86,2.92,20.06,83.65
1989-02-19,0.0,17.93,51.76,2.51,21.22,83.6
1989-02-20,0.0,17.17,39.98,2.92,23.13,83.56
1989-02-21,0.0,16.86,30.19,3.02,24.09,83.57
1989-02-22,0.0,15.18,42.07,5.25,23.12,83.92
1989-02-23,0.0,13.01,39.72,5.01,23.13,83.99
1989-02-24,0.0,14.25,39.12,3.96,23.71,83.92
1989-02-25,0.0,15.62,38.25,3.71,24.24,83.85
1989-02-26,0.0,16.76,34.67,2.53,23.92,83.58
1989-02-27,0.0,17.62,39.42,2.6,23.75,83.3
1989-02-28,0.0,18.55,33.12,1.8,23.56,83.39
1989-03-01,0.0,18.66,29.85,2.51,23.85,83.48
1989-03-02,0.0,18.74,28.71,2.68,25.19,83.36
1989-03-03,0.0,18.12,32.8,3.48,24.67,83.2
1989-03-04,0.0,16.82,38.16,3.64,25.52,83.31
1989-03-05,0.0,17.63,41.49,2.94,22.02,83.28
1989-03-06,0.0,16.13,46.17,3.61,23.46,83.24
1989-03-07,0.0,16.01,36.88,2.48,25.47,83.39
1989-03-08,0.0,16.25,30.04,3.22,25.5,83.66
1989-03-09,0.0,16.01,27.45,4.75,24.7,83.87
1989-03-10,0.0,15.62,30.12,4.92,25.35,83.91
1989-03-11,0.0,15.93,28.98,3.54,23.69,83.83
1989-03-12,0.0,17.15,25.19,2.32,24.04,83.75
1989-03-13,0.0,18.88,37.97,1.83,24.09,83.58
1989-03-14,0.0,18.23,42.3,2.6,23.78,83.44
1989-03-15,0.0,17.96,34.76,1.82,23.35,83.42
1989-03-16,0.0,19.01,33.3,2.59,26.42,83.46
1989-03-17,0.0,20.49,38.61,2.46,25.43,83.59
1989-03-18,0.0,20.8,38.34,2.0,25.71,83.62
1989-03-19,0.0,20.02,39.03,2.4,26.35,83.62
1989-03-20,0.0,19.26,38.91,2.98,24.79,83.66
1989-03-21,0.0,18.18,35.81,2.8,26.61,83.59
1989-03-22,0.0,18.34,28.73,2.82,24.91,83.55
1989-03-23,0.03,18.57,34.31,2.77,25.4,83.67
1989-03-24,0.0,18.64,39.75,2.76,25.38,83.69
1989-03-25,0.0,19.06,39.5,2.91,22.81,83.59
1989-03-26,0.0,17.15,36.13,2.4,16.16,83.57
1989-03-27,0.0,17.79,34.16,3.89,24.01,83.52
1989-03-28,0.0,16.85,37.41,4.33,23.47,83.48
1989-03-29,0.0,18.12,31.88,2.63,23.47,83.57
1989-03-30,0.0,20.1,28.56,2.36,25.34,83.53
1989-03-31,0.0,21.56,28.93,1.43,26.54,83.58
1989-04-01,0.0,20.91,37.3,2.62,21.05,83.67
1989-04-02,0.0,20.86,36.51,2.1,23.4,83.72
1989-04-03,0.0,21.21,37.87,2.58,25.94,83.52
1989-04-04,0.0,22.02,30.27,2.21,26.13,83.4
1989-04-05,0.24,21.58,38.38,6.22,21.76,83.67
1989-04-06,0.0,20.15,42.23,5.15,28.05,83.86
1989-04-07,0.0,21.04,32.15,2.53,27.31,83.68
1989-04-08,0.0,21.94,27.75,2.05,24.3,83.45
1989-04-09,0.0,22.05,36.05,2.57,25.74,83.43
1989-04-10,0.0,22.75,30.31,1.48,27.42,83.48
1989-04-11,0.0,21.57,43.65,3.68,28.16,83.51
1989-04-12,0.0,21.72,34.34,2.77,28.59,83.49
1989-04-13,0.0,20.45,28.36,2.34,15.86,83.56
1989-04-14,0.0,20.57,29.47,2.25,27.94,83.54
1989-04-15,0.0,20.39,28.78,2.65,24.94,83.5
1989-04-16,0.0,19.95,21.71,2.4,29.36,83.57
1989-04-17,0.0,20.53,19.68,2.15,26.17,83.63
1989-04-18,0.0,21.77,22.77,1.48,27.59,83.54
1989-04-19,0.0,23.05,28.95,2.78,28.83,83.46
1989-04-20,0.0,22.26,31.14,4.24,27.82,83.52
1989-04-21,0.0,22.84,28.06,1.91,27.01,83.45
1989-04-22,0.0,23.2,35.01,2.03,24.88,83.4
1989-04-23,0.0,22.67,42.59,2.93,22.46,83.42
1989-04-24,0.01,22.08,39.06,2.48,24.25,83.43
1989-04-25,0.0,21.31,30.45,1.88,26.89,83.52
1989-04-26,0.0,22.16,35.53,3.03,24.88,83.47
1989-04-27,0.0,21.71,36.98,2.77,26.2,83.5
1989-04-28,0.0,22.07,27.43,3.13,26.33,83.43
1989-04-29,0.0,21.27,27.82,3.24,24.05,83.43
1989-04-30,0.0,22.39,23.56,3.05,15.84,83.5
1989-05-01,0.0,23.53,27.83,2.39,27.63,83.59
1989-05-02,0.0,22.7,29.18,2.38,24.83,83.76
1989-05-03,0.0,22.45,27.36,2.28,26.41,83.61
1989-05-04,0.0,22.35,25.3,2.37,24.79,83.48
1989-05-05,0.0,23.65,25.84,1.54,23.86,83.48
1989-05-06,0.02,23.58,35.71,4.53,24.34,83.67
1989-05-07,0.02,23.57,37.59,2.41,24.74,83.74
1989-05-08,0.01,23.18,39.36,2.34,21.76,83.64
1989-05-09,0.0,23.09,33.75,3.22,20.37,83.57
1989-05-10,0.02,23.59,37.18,1.78,26.36,83.46
1989-05-11,0.0,24.51,34.62,1.98,28.03,83.46
1989-05-12,0.0,22.33,30.04,2.8,27.16,83.49
1989-05-13,0.0,21.83,29.99,3.01,24.36,83.4
1989-05-14,0.0,22.66,23.36,2.44,26.74,83.39
1989-05-15,0.0,23.26,24.8,2.62,28.33,83.43
1989-05-16,0.0,23.75,27.43,3.5,30.9,83.4
1989-05-17,0.0,24.78,26.9,3.16,30.79,83.38
1989-05-18,0.0,25.64,25.48,2.01,30.01,83.44
1989-05-19,0.07,25.16,30.09,1.73,29.24,83.54
1989-05-20,0.05,25.01,28.93,1.89,28.68,83.55
1989-05-21,0.03,26.21,25.37,1.93,26.58,83.5
1989-05-22,0.0,25.6,27.81,2.54,29.42,83.48
1989-05-23,0.0,26.28,28.38,3.02,27.26,83.45
1989-05-24,0.0,25.75,29.43,2.0,28.25,83.38
1989-05-25,0.0,24.42,35.02,1.96,26.4,83.31
1989-05-26,1.0,23.58,35.22,2.7,25.5,83.43
1989-05-27,1.37,23.73,38.67,1.96,25.54,83.72
1989-05-28,0.35,23.16,50.99,2.64,25.73,83.76
1989-05-29,0.0,24.52,44.24,2.27,27.65,83.66
1989-05-30,0.06,24.6,42.74,1.71,25.71,83.52
1989-05-31,0.14,25.21,36.78,2.45,26.13,83.57
1989-06-01,0.0,25.42,39.47,1.88,25.11,83.68
1989-06-02,6.28,25.27,42.09,1.81,24.71,83.6
1989-06-03,0.1,23.84,51.87,2.87,22.96,83.52
1989-06-04,0.0,24.62,47.94,3.21,25.97,83.54
1989-06-05,0.0,24.68,38.98,2.32,27.22,83.54
1989-06-06,0.05,26.09,34.43,2.16,28.23,83.45
1989-06-07,0.01,25.55,31.99,2.49,28.42,83.37
1989-06-08,0.68,25.37,34.96,2.18,28.28,83.38
1989-06-09,0.02,26.41,32.86,1.51,26.16,83.41
1989-06-10,0.31,26.06,35.77,2.12,25.31,83.53
1989-06-11,2.88,25.67,38.94,1.82,24.85,83.53
1989-06-12,3.13,24.29,46.73,2.45,26.22,83.54
1989-06-13,7.22,23.63,53.21,2.26,23.95,83.42
1989-06-14,2.17,22.83,54.32,1.48,18.86,83.47
1989-06-15,5.94,22.56,56.35,2.74,23.73,83.6
1989-06-16,2.16,22.15,52.14,3.67,18.94,83.6
1989-06-17,4.09,22.04,35.15,2.68,27.9,83.61
1989-06-18,11.93,23.02,59.03,3.05,24.83,83.59
1989-06-19,0.61,22.59,53.57,4.71,20.74,83.53
1989-06-20,0.39,22.31,41.68,4.74,28.07,83.45
1989-06-21,11.41,21.56,51.06,3.17,28.04,83.28
1989-06-22,2.26,19.64,64.96,3.19,20.96,83.23
1989-06-23,2.97,20.31,61.92,1.67,21.58,83.43
1989-06-24,2.37,22.27,63.54,2.09,21.17,83.4
1989-06-25,2.22,22.75,63.51,2.23,20.29,83.43
1989-06-26,4.52,21.5,69.17,2.59,18.32,83.48
1989-06-27,1.57,21.88,65.05,2.92,17.05,83.47
1989-06-28,1.96,22.82,61.6,1.78,19.85,83.46
1989-06-29,5.35,23.28,55.1,3.51,25.16,83.44
1989-06-30,10.69,21.0,62.76,2.95,23.81,83.53
1989-07-01,11.48,20.56,75.52,1.67,20.36,83.57
1989-07-02,0.83,19.81,78.71,1.61,21.0,83.59
1989-07-03,0.75,21.17,63.74,1.81,19.69,83.61
1989-07-04,3.35,21.91,64.07,1.53,24.15,83.58
1989-07-05,10.98,21.74,68.41,1.93,24.98,83.61
1989-07-06,10.47,21.36,66.36,2.68,23.48,83.73
1989-07-07,4.67,21.75,65.63,1.32,21.08,83.84
1989-07-08,17.87,20.26,75.03,2.71,23.68,83.74
1989-07-09,18.25,21.11,72.49,1.55,23.89,83.61
1989-07-10,1.58,20.67,73.96,2.33,25.89,83.64
1989-07-11,12.31,21.79,67.71,2.2,24.34,83.74
1989-07-12,6.59,20.0,73.98,2.24,22.91,83.8
1989-07-13,2.68,18.92,79.24,2.2,10.51,83.78
1989-07-14,0.27,18.83,76.44,1.0,20.62,83.75
1989-07-15,5.63,20.44,67.21,1.23,25.63,83.86
1989-07-16,0.81,22.16,61.98,1.56,28.16,83.85
1989-07-17,0.94,23.76,58.31,1.28,27.94,83.71
1989-07-18,1.74,22.08,69.11,2.0,25.22,83.66
1989-07-19,8.08,21.14,72.2,1.69,24.31,83.65
1989-07-20,4.59,20.03,72.52,1.68,25.64,83.61
1989-07-21,2.39,20.84,60.29,2.3,25.32,83.58
1989-07-22,6.46,21.49,67.71,0.97,19.07,83.69
1989-07-23,8.12,21.71,69.32,2.09,18.19,83.71
1989-07-24,19.48,21.42,73.98,1.01,20.52,83.65
1989-07-25,1.99,18.45,83.76,2.81,18.68,83.62
1989-07-26,11.47,17.87,84.34,1.82,17.3,83.73
1989-07-27,4.38,19.15,79.43,2.89,21.41,83.68
1989-07-28,3.33,20.16,72.14,3.61,24.13,83.59
1989-07-29,3.46,20.19,70.96,3.44,26.87,83.55
1989-07-30,4.51,19.68,76.61,3.39,17.98,83.61
1989-07-31,11.69,18.57,84.47,2.42,11.62,83.72
1989-08-01,23.44,18.66,82.23,1.27,14.87,83.78
1989-08-02,6.24,19.25,83.03,1.62,21.43,83.63
1989-08-03,5.65,19.53,79.18,2.04,23.12,83.63
1989-08-04,6.75,19.83,77.9,1.06,22.28,83.67
1989-08-05,1.5,19.93,77.78,1.33,21.42,83.69
1989-08-06,2.39,19.19,79.62,1.46,19.03,83.67
1989-08-07,2.44,19.13,75.38,1.55,16.08,83.57
1989-08-08,15.25,20.64,68.67,0.63,23.23,83.49
1989-08-09,11.67,19.56,76.64,2.14,19.49,83.62
1989-08-10,1.83,19.59,76.04,2.48,20.75,83.73
1989-08-11,2.81,19.99,73.41,2.54,19.31,83.68
1989-08-12,6.65,21.0,71.36,1.77,20.18,83.6
1989-08-13,9.16,21.0,71.05,1.86,23.58,83.57
1989-08-14,33.37,20.14,82.77,1.92,23.5,83.56
1989-08-15,10.22,19.61,86.99,2.32,24.15,83.47
1989-08-16,6.64,19.85,84.72,2.64,21.52,83.4
1989-08-17,9.32,20.45,80.46,2.43,20.65,83.49
1989-08-18,3.12,20.79,78.26,2.03,24.09,83.64
1989-08-19,1.88,19.95,77.69,1.96,17.82,83.64
1989-08-20,9.96,20.55,79.72,1.63,21.51,83.53
1989-08-21,18.3,19.9,81.56,1.94,21.32,83.52
1989-08-22,12.33,18.97,83.97,1.52,23.56,83.65
1989-08-23,22.89,19.19,81.11,1.83,22.51,83.6
1989-08-24,13.43,19.63,81.1,1.42,15.57,83.47
1989-08-25,2.37,18.96,85.61,1.65,16.06,83.43
1989-08-26,8.06,19.64,81.89,1.7,19.42,83.49
1989-08-27,4.88,18.65,86.59,1.96,18.79,83.51
1989-08-28,4.0,19.31,83.65,2.85,19.46,83.49
1989-08-29,11.24,19.55,83.15,2.41,18.86,83.46
1989-08-30,25.73,19.16,85.72,3.37,19.64,83.37
1989-08-31,6.07,18.58,87.76,2.57,20.43,83.46
1989-09-01,4.33,19.45,82.27,1.18,15.04,83.52
1989-09-02,13.74,19.35,79.69,2.36,18.83,83.58
1989-09-03,9.01,18.71,78.85,2.64,23.75,83.55
1989-09-04,8.08,18.69,81.9,3.41,22.52,83.52
1989-09-05,3.53,18.5,80.74,2.93,23.92,83.52
1989-09-06,1.86,19.67,78.95,2.26,21.64,83.46
1989-09-07,2.02,19.61,83.67,2.37,15.99,83.45
1989-09-08,5.27,19.73,83.84,1.97,21.38,83.47
1989-09-09,9.46,20.85,78.76,1.2,20.47,83.4
1989-09-10,14.35,20.12,82.64,1.78,22.65,83.37
1989-09-11,19.86,19.57,83.21,2.52,18.05,83.37
1989-09-12,9.68,19.88,78.7,2.01,18.53,83.48
1989-09-13,6.72,19.6,78.63,1.96,22.36,83.5
1989-09-14,1.78,19.45,76.52,2.84,20.05,83.55
1989-09-15,0.23,18.92,78.86,3.17,22.9,83.57
1989-09-16,4.03,18.71,80.3,2.99,23.07,83.53
1989-09-17,9.69,19.15,82.57,2.69,18.48,83.48
1989-09-18,8.12,19.46,83.13,3.06,17.75,83.31
1989-09-19,20.04,19.3,83.35,3.8,21.26,83.21
1989-09-20,28.3,18.26,84.28,3.91,20.2,83.24
1989-09-21,9.86,18.44,87.39,3.53,13.52,83.23
1989-09-22,5.87,19.02,86.0,2.96,14.3,83.35
1989-09-23,1.26,18.14,79.76,4.19,9.09,83.45
1989-09-24,0.36,16.58,73.58,3.49,21.53,83.43
1989-09-25,2.25,16.02,68.96,2.74,20.03,83.53
1989-09-26,0.75,15.58,72.28,3.3,22.03,83.58
1989-09-27,0.45,13.88,74.22,4.96,22.87,83.58
1989-09-28,1.8,13.87,81.94,4.54,16.66,83.65
1989-09-29,0.34,17.19,77.13,3.19,22.5,83.62
1989-09-30,0.04,17.2,65.78,2.38,23.79,83.64
1989-10-01,0.01,17.03,65.35,1.89,23.25,83.58
1989-10-02,6.26,18.97,70.46,1.11,21.83,83.59
1989-10-03,1.75,19.49,74.45,1.49,20.66,83.64
1989-10-04,4.43,18.92,80.42,1.87,15.67,83.68
1989-10-05,3.07,19.0,79.47,1.51,18.44,83.61
1989-10-06,0.48,19.66,79.22,1.35,12.26,83.61
1989-10-07,3.27,19.74,73.1,2.01,17.7,83.64
1989-10-08,8.68,19.37,76.16,2.07,18.7,83.67
1989-10-09,3.87,17.99,83.56,1.72,17.65,83.67
